[ 2012-05-16T15:37:16+08:00 ] /myfcms/admin/index.php?m=Collect&a=main | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008525s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002455s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008956s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002831s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009338s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.004352s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009462s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.006128s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009407s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.004110s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009315s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.004025s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008933s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002670s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008942s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002618s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009309s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002727s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009841s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='4' LIMIT 1   [ RunTime:0.001704s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008598s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.003785s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008952s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.003892s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008717s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002684s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008816s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002676s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008987s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002560s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008974s ]
[ 2012-05-16T16:07:16+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.002703s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009834s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='4' LIMIT 1   [ RunTime:0.002015s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_sys` [ RunTime:0.007877s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_sys` WHERE id<3  [ RunTime:0.002689s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008976s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT `id`,`topid`,`sortrank`,`typename`,`typedir`,`arcnamerule`,`listnamerule`,`classname`,`methodname`,`keywords`,`seotitle`,`description`,`typepro` FROM `myf_arctype` ORDER BY sortrank asc  [ RunTime:0.002523s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_template ] --START--
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run LocationTemplate Behavior [ RunTime:0.003853s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_template ] --END-- [ RunTime:0.004080s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_parse ] --START--
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ParseTemplate Behavior [ RunTime:0.058826s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_parse ] --END-- [ RunTime:0.059146s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_filter ] --START--
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ContentReplace Behavior [ RunTime:0.002083s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run TokenBuild Behavior [ RunTime:0.002255s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000932s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ShowRuntime Behavior [ RunTime:0.001785s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007702s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 120 行.
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 121 行.
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 122 行.
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_end ] --START--
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ShowPageTrace Behavior [ RunTime:0.001705s ]
[ 2012-05-16T16:07:17+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_end ] --END-- [ RunTime:0.002008s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001912s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002312s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | SQL: SHOW COLUMNS FROM `myf_archives` [ RunTime:0.012155s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | SQL: SELECT * FROM `myf_archives` WHERE ( `id` = '79' ) LIMIT 1   [ RunTime:0.004826s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008978s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | SQL: SELECT `id`,`topid`,`sortrank`,`typename`,`typedir`,`arcnamerule`,`listnamerule`,`classname`,`methodname`,`keywords`,`seotitle`,`description`,`typepro` FROM `myf_arctype` ORDER BY sortrank asc  [ RunTime:0.004626s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ view_template ] --START--
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Run LocationTemplate Behavior [ RunTime:0.004969s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ view_template ] --END-- [ RunTime:0.005290s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ view_parse ] --START--
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Run ParseTemplate Behavior [ RunTime:0.071784s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.072067s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ view_filter ] --START--
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Run ContentReplace Behavior [ RunTime:0.001452s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Run TokenBuild Behavior [ RunTime:0.001772s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000811s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Run ShowRuntime Behavior [ RunTime:0.001584s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006218s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 120 行.
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 121 行.
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 122 行.
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ view_end ] --START--
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Run ShowPageTrace Behavior [ RunTime:0.006011s ]
[ 2012-05-16T16:07:28+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ view_end ] --END-- [ RunTime:0.006309s ]
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001922s ]
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002289s ]
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [8] Undefined index:  p ArchivesAction.class.php 第 13 行.
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [8] Undefined index:  keyword ArchivesAction.class.php 第 19 行.
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [8] Undefined index:  typeid ArchivesAction.class.php 第 24 行.
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_archives` [ RunTime:0.012616s ]
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT COUNT(*) AS tp_count FROM `myf_archives` WHERE 1=1 LIMIT 1   [ RunTime:0.004872s ]
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_archives` [ RunTime:0.018781s ]
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT `id`,`typeid`,`typename`,`flag`,`click`,`title`,`color`,`writer`,`source`,`litpic`,`keywords`,`description`,`sendtime`,`goodpost`,`badpost`,`adminid`,`adminname` FROM `myf_archives` WHERE 1=1 ORDER BY id desc LIMIT 0,20   [ RunTime:0.005949s ]
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009077s ]
[ 2012-05-16T16:07:54+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002802s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009862s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.003792s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009439s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002821s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009944s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.003616s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009384s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.003667s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.015364s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002497s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.013004s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.003222s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009498s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002898s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008797s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002578s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009386s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.004394s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008823s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='4' LIMIT 1   [ RunTime:0.002809s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009392s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.004519s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009397s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002746s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008423s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.002837s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.010591s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='6' LIMIT 1   [ RunTime:0.006643s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.009375s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.005903s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.010673s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='3' LIMIT 1   [ RunTime:0.003240s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008853s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_arctype` WHERE 1=1 AND id='4' LIMIT 1   [ RunTime:0.004174s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_sys` [ RunTime:0.008217s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT * FROM `myf_sys` WHERE id<3  [ RunTime:0.004198s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SHOW COLUMNS FROM `myf_arctype` [ RunTime:0.008898s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | SQL: SELECT `id`,`topid`,`sortrank`,`typename`,`typedir`,`arcnamerule`,`listnamerule`,`classname`,`methodname`,`keywords`,`seotitle`,`description`,`typepro` FROM `myf_arctype` ORDER BY sortrank asc  [ RunTime:0.004958s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_template ] --START--
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run LocationTemplate Behavior [ RunTime:0.007527s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_template ] --END-- [ RunTime:0.007822s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_parse ] --START--
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ParseTemplate Behavior [ RunTime:0.071133s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_parse ] --END-- [ RunTime:0.071416s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_filter ] --START--
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ContentReplace Behavior [ RunTime:0.004138s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run TokenBuild Behavior [ RunTime:0.004748s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003131s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ShowRuntime Behavior [ RunTime:0.006346s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_filter ] --END-- [ RunTime:0.018994s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 120 行.
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 121 行.
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | NOTIC: [2] Cannot modify header information - headers already sent by (output started at D:\AppServ\www\myfcms\admin\Lib\Action\ArchivesAction.class.php:344) View.class.php 第 122 行.
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_end ] --START--
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Run ShowPageTrace Behavior [ RunTime:0.043798s ]
[ 2012-05-16T16:07:55+08:00 ] /myfcms/admin/index.php?m=Archives&a=main | INFO: Tag[ view_end ] --END-- [ RunTime:0.044073s ]
[ 2012-05-16T16:08:01+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T16:08:01+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001886s ]
[ 2012-05-16T16:08:01+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002225s ]
[ 2012-05-16T16:08:01+08:00 ] /myfcms/admin/index.php?m=Archives&a=update&id=79 | SQL: SHOW COLUMNS FROM `myf_archives` [ RunTime:0.009633s ]
